# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,515rcbc156,515rcbc157,515rcbc159,515rcbc160,515rcbc161,515rcbc168,515rcbc169,515rcbc170,515rcbc174,515rcbc175,515rcbc176,515rcbc177,515rcbc178,515rcbc179,515rcbc180,515rcbc181,515rcbc184,515rcbc185,515rcbc186,515rcbc187,515rcbc188,515rcbc189,515rcbc190,515rcbc191,515rcbc192,515rcbc193,515rcbc194
k__Bacteria;p__Firmicutes;c__Bacilli,0.133380385,0.100192424,0.193741419,0.364664217,0.153698291,0.381650334,0.43640767,0.344508088,0.207413604,0.228299161,0.092185262,0.381067856,0.420417124,0.594765695,0.079361093,0.13764753,0.070442555,0.631486467,0.868486596,0.169002547,0.273562594,0.320122403,0.506664211,0.53587824,0.323911719,0.629370504,0.621500634
k__Bacteria;p__Firmicutes;c__Clostridia,0.030777019,0.047024666,0.022378425,0.034025411,0.01428732,0.012753348,0.014437201,0.01371813,0.060392847,0.028109016,0.025549145,0.067256002,0.009779463,0.019552267,0.01170325,0.028040796,0.011697764,0.005838175,0.002588692,0.019002441,0.018815038,0.030526652,0.014225866,0.007709192,0.013807711,0.015105036,0.016924858
k__Bacteria;p__Firmicutes;c__Erysipelotrichi,0.001059901,0.002716073,0.003196918,0.000734871,0,0.000389257,0.000275015,0.000122862,0.000572037,0.000589597,0.001009145,0.003513743,3.33E-05,0.000373394,0.000200914,0.000472097,0.001257257,0,0.000490283,0.002775114,0,0.000700911,0.00011365,4.90E-05,0.000279751,0,9.92E-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.003611144,0.004406168,0.00100416,0.003612378,0.00088804,0.003094478,0.004176385,0.002207272,0.009960601,0.00692776,0.005078278,0.002369302,0.003160031,0.00148509,0.002285399,0.003429386,0.00208238,0.002012186,0.00074523,0.006064609,0.003819067,0.024930764,0.006039135,0.000460543,0.002587697,0.002529466,0.004167815
k__Bacteria;p__GN02;c__BD1-5,0,0,0,0,0,0,0,0,0,0,2.50E-06,0,0,0,0,0,3.01E-06,0,0,0,8.76E-05,0,0,0,0,0,0
k__Bacteria;p__GN04;c__GN15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46E-05,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Gemmatimonadetes;c__,0,0,0,0,0,0,0,0,0,0,0,0.000284564,0,0,0,0.000516635,0,0,0,0,0,0.000609735,0,0.000195976,0,0,0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,0.000872859,0.000302259,0.002602619,0.006436761,0.003495953,0.000219965,0.000665152,4.24E-05,0.000414727,5.90E-05,0.000305498,0.004274641,0.001496857,0,0.000200914,0.001701332,0.000414067,0.000623494,0.001627738,0.000232847,0.004081847,0.001436012,0.000627035,0.00313561,0.001148977,0.004323413,0.004090633
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,0,8.09E-05,2.05E-05,0,0,1.73E-05,0,0,0,0,1.50E-05,0,0,0,0,0,0,0.000170044,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,0.000561124,0.000506603,0.00026641,0,0,0.000304035,9.17E-05,0,0.000100107,0.000272688,0.000781273,0,0,0,0.000678085,0.000730415,0.001538823,0,0,9.31E-05,0,0,0,0.000267017,0,0,0.000132312
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,0.000159609,0,0,0,0,8.18E-05,0,0,5.72E-05,0.000228469,0.000140229,0.000538196,0,0,0,0.000169242,0.000117444,0,0,0,0,0.000763594,0.000184192,0,0,0,0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,0.001359167,0.000779062,0.002991987,0.007499225,0.001247752,0.000520545,0.001072344,4.24E-06,0.000414727,0.001289742,0.00104921,0.002455908,0.001264012,0.003038069,0.000728314,0.002093261,0.001867065,0.001161967,0.000333392,0.000823432,0.003810308,5.70E-05,0.000376221,0.000436046,0.001119004,0.001219884,0.000981311
